,full file paths,md5,sha256,sha1,path parts
50,/home/writer/Documents/Technical Writing/phones.png,46672f7ebb6c59a04004030639aae52a,dc22423bcf35a297795da2ece8866be10a33d1c593ab8dc22584ce028539a691,b66036860afe8704a34372c25a2505db8c2cdc16,"['', 'home', 'writer', 'Documents', 'Technical Writing', 'phones.png']"
51,/home/writer/Documents/Technical Writing/template.odp,075fac18ad9368407492c1523c45937c,ddda2d1e524907addeb0b88b1b21ad849ce8a1c4d3f51d45ff7cc9cc1623e545,d186369a0949b80994f7d7eb5d633d4d9bb66562,"['', 'home', 'writer', 'Documents', 'Technical Writing', 'template.odp']"
52,/home/writer/Pictures/email signature.png,6b167b887ac8367ad2458fb1374a3bd6,2219b178d8214207988599ac91160e56636e0d800d98185fd8bc8be9ae0f9152,7a899a7274fd57c2e4e7719c1f7989a6f486532b,"['', 'home', 'writer', 'Pictures', 'email signature.png']"
53,/home/writer/010/010EditorLinux64Installer10.0.2.tar.gz,3bc238cd721c4d825d6b959d764558f5,b8f81592cad4a9390b2b3652fb6f28c1b904f0fbe43a52df329964f7f6e46d8d,49e794be1f3e63e8d4fc33411e551d3597627c5e,"['', 'home', 'writer', '010', '010EditorLinux64Installer10.0.2.tar.gz']"
54,/home/writer/010/Install.txt,a4398a1491eb4cf75f84c8f9be6b88f0,d03c31a698b5daa6dbb1c07765729527de27a9101e9aa1f305a83f5b1476b4be,1ddf32a3f546540661ee31185066af2cc0454169,"['', 'home', 'writer', '010', 'Install.txt']"
55,/home/writer/010editor/010editor.news,49fbbda8fa9cced39f341c3b6893f58f,fee06e09a15c4198bf4f95cdf83c189473b6b15f77dadea3654d6745c92d0f4b,0a224448d662c68b4114a030e50aea7e88671bef,"['', 'home', 'writer', '010editor', '010editor.news']"
56,/home/writer/010editor/Changes.txt,eee6ef2bcb62e6c64c851513353c43b3,c9b902d482c733084d5d86095468f2639713ec60199cff9f2896834e348c701d,e78fbb4e24b75c878704374fa9f1cd1097b29d16,"['', 'home', 'writer', '010editor', 'Changes.txt']"
57,/home/writer/010editor/license.txt,bd14745883264960cf14d15f124ae2c4,ef958cc46b0f28922f276610bbedf83b1829f02b2c8f37c9404aac9e618a3c03,b68dc06cef3bdfb319f6ac71c8d2d92c50fe8974,"['', 'home', 'writer', '010editor', 'license.txt']"
58,/home/writer/010editor/Readme.txt,b40dc8f3e2c17291d06f349666c4dadf,0bc8abd0a2fafd9da1c013b9f18d0140cb1a3de01cab2258d13bcbab62deff69,f99eaa5c4478eb8d945738694685ab2a46f989c4,"['', 'home', 'writer', '010editor', 'Readme.txt']"
59,/home/writer/010editor/qt.conf,74fbb892526e711dbbd4dfb4b6640aed,80a08c6b31edd8d7ba73c5034ac4f2f3c2a23a2384f29fb3850503349374979d,172f3e40ab83a3f9897a7b5c7db388a4c7f26c86,"['', 'home', 'writer', '010editor', 'qt.conf']"
60,/home/writer/010editor/010_icon_128x128.png,5e2f1605eb107799b3aa15a079d47f55,db0f744438c70e7e2ede803f51aaf0dd981fab897016f119134171d00a7f1479,0b1b754b37dfd05839540c0b265684a2eba15672,"['', 'home', 'writer', '010editor', '010_icon_128x128.png']"
61,/home/writer/010editor/010Editor.qch,8305370557da5f17deeede0b253b332a,1e278fc3c2256ea92879386e66c05660ee08b413eeb086a05f7579f6fa5c8eb1,f037a3245c77d1db49d4afa4f9eeaf5c5a641cd9,"['', 'home', 'writer', '010editor', '010Editor.qch']"
62,/home/writer/010editor/010Editor.qhc,732dd62f94cd71cedba15fc76444aea2,e6f9f9a35d37335ef9419e66c4d5581d20cedffc48e1a7d532663c54fddbe0d8,afac542447f63956b3342f70085e8d82cd555d69,"['', 'home', 'writer', '010editor', '010Editor.qhc']"
63,/home/writer/010editor/ext/script_010_48x48.png,5a06b0dc0b86040db92f6fecc2bd1a6a,9a335e480e9bcef33d278f2bdf29a099c1fa717f072c1cf9107c452a73721a8b,b3b430f3b09d4559a321ff7f710a927d77146bee,"['', 'home', 'writer', '010editor', 'ext', 'script_010_48x48.png']"
64,/home/writer/010editor/ext/sweetscape-010script.xml,e204ef73fd865bdbba708d9b10c10eda,9b6630faad789e671b2fdc25abd6177add9d37cf8ff1af21db91d1ae3c3e1588,5d669fd520baa0989401110451520e2d251c0581,"['', 'home', 'writer', '010editor', 'ext', 'sweetscape-010script.xml']"
65,/home/writer/010editor/ext/sweetscape-010template.xml,0155678fd7b2854761020ba27eb71e87,7843a1c3d38cc0a864e3b8ffaf8aeb5c04ccd933a596126bead8143138761d0c,dc0b8946a7343fcb216ce040bedb2fc6ca993940,"['', 'home', 'writer', '010editor', 'ext', 'sweetscape-010template.xml']"
66,/home/writer/010editor/ext/template_010_48x48.png,092435656d3ae7a5cb9fbb40ece93eba,90fb2a43eac5ddaf8f1fb59f2f2cec6482126e3f943f1a21b97972b07a3b5f57,495d862e54d109e8404f6e69a4f11b6411289f25,"['', 'home', 'writer', '010editor', 'ext', 'template_010_48x48.png']"
67,/home/writer/010editor/ext/register-010ext.sh,b57027856c6bc36bdd71db98c7b3b52c,f94a4fac96e79cd773cf4df937fe1c5043eb9c15b5a148aef295537113f8e49e,b977181ce0b4f5fd0bcda07d5f5c49da204725f0,"['', 'home', 'writer', '010editor', 'ext', 'register-010ext.sh']"
68,/home/writer/010editor/plugins/platforms/libqxcb.so,2d91ee9ec9947e6bb718dfe19a197fdb,cd594d162c353ac4f2d17661214a155689d1afa57b4f166d0eb91d980d2a71a2,7ec8acfa1992cb5f0c85778e8635b25e220b32a1,"['', 'home', 'writer', '010editor', 'plugins', 'platforms', 'libqxcb.so']"
69,/home/writer/010editor/plugins/sqldrivers/libqsqlite.so,c48d5017423cd94edc5ba5ff78651fa5,e00c22565d84f21b739bacbacc70d39e7c1a8f268448a7a59d0bdc02fadd6096,b2c5c3590f532bdbf2e125e27e2d9d730e6148e6,"['', 'home', 'writer', '010editor', 'plugins', 'sqldrivers', 'libqsqlite.so']"
70,/home/writer/010editor/plugins/platforminputcontexts/libcomposeplatforminputcontextplugin.so,e943c495d7b56a58a739f95e9fa4912e,a625aa3d884a94daaa9190a0b27d28af52fbd21afbb0b8cac3c73bbda84cc992,24fe277c1807890c7009b2325137b9438daf1455,"['', 'home', 'writer', '010editor', 'plugins', 'platforminputcontexts', 'libcomposeplatforminputcontextplugin.so']"
71,/home/writer/010editor/plugins/platforminputcontexts/libibusplatforminputcontextplugin.so,f340a27ecdb5783ae4e9aa878d89838b,7f0aef21900f4d2f996e37abe1266f594ff7b2ee07bd4005474b7e855ce1caa2,ab693241474e76e55946c145ed10bc9ac9f65c27,"['', 'home', 'writer', '010editor', 'plugins', 'platforminputcontexts', 'libibusplatforminputcontextplugin.so']"
72,/home/writer/010editor/lib/libQt5Core.so.5,fa4c462236c5fc406d1b95e1cc84fe43,84305a2782102558e637c058d5501a335750705c1d25ff218c1fc44227c0a74e,721f2db3dded209160ca29d7b650b0c0f1323042,"['', 'home', 'writer', '010editor', 'lib', 'libQt5Core.so.5']"
73,/home/writer/010editor/lib/libQt5DBus.so.5,47ae9d95fed94c18fcc2c9c99aa536f0,5b072c9d09de8d3dff8e7ca844af67cbfd720c74e5712b328196bd1452513413,bbe3ef3672ec64595cfbb2fa06c0e45f83b94c1b,"['', 'home', 'writer', '010editor', 'lib', 'libQt5DBus.so.5']"
74,/home/writer/010editor/lib/libQt5Gui.so.5,c3c2ebb6a5485ffca6cc24d973b358f3,90b2906b5f38b541568ac6a34e4916709bb74bea5ea981206c5324d9a0a4fe2d,ed314f28b66404ac5619505e66cf9caab7f1f3a4,"['', 'home', 'writer', '010editor', 'lib', 'libQt5Gui.so.5']"
75,/home/writer/010editor/lib/libQt5Help.so.5,791ea6d68835ad729d183ab142dfca10,8664dcd06fe0f6376561fdda3be466b65ec7a74e3b1a31254fc1d3425af656ca,de75e4ed2f2768f3622f7e547a73254f04a6b9a2,"['', 'home', 'writer', '010editor', 'lib', 'libQt5Help.so.5']"
76,/home/writer/010editor/lib/libQt5Network.so.5,0801dd0206bb9f8282bb8270bff6e8a2,8702fc1db7de4c86b4fcabec49f6cdf041959f6c76cc207516ee6ca6c9f410f2,db9541c9a302ca043880c6e00986fec3f7427dd2,"['', 'home', 'writer', '010editor', 'lib', 'libQt5Network.so.5']"
77,/home/writer/010editor/lib/libQt5PrintSupport.so.5,33ea1d5f1bee6f182649572a95cf48f6,61fd45ca224cc496edb4a31b6deb60c0eb4763d7d10d98537b54ffcc0754a8e6,04c95d3d0ee8efc703a516a1788ea902df20f17c,"['', 'home', 'writer', '010editor', 'lib', 'libQt5PrintSupport.so.5']"
78,/home/writer/010editor/lib/libQt5Sql.so.5,6d80daf0d4030ae6211aef77d9e0ff4d,e6eeb700e0df678b29fce1a790124a419b755bc8c87d476d4b2265a2239fc271,6ee4516ca8de01d41aa013d55b5893422e98a93e,"['', 'home', 'writer', '010editor', 'lib', 'libQt5Sql.so.5']"
79,/home/writer/010editor/lib/libQt5Widgets.so.5,0ade0e72d49b36224c4f1416afcefe47,7040a1f68011deefc708aea94b0ffe14dd8713bea991f40f3c97e98d4e72cb54,f6d01f57f8ddd9321ff0e1bab4bd169993f8ae43,"['', 'home', 'writer', '010editor', 'lib', 'libQt5Widgets.so.5']"
80,/home/writer/010editor/lib/libQt5X11Extras.so.5,e5810e950b0360776ff7dfb0cf3d1ea5,ab5b8ce37ceb96badeb1b0db59614c515dd3c223ee3c1d22725ce21a2e6a3af3,7a6588787ce1d929b2c6d4d16231a86f97352098,"['', 'home', 'writer', '010editor', 'lib', 'libQt5X11Extras.so.5']"
81,/home/writer/010editor/lib/libQt5Xml.so.5,6207ac44cf78bf296f9c910bd0d203a8,d0d6901de55556dfdc350b3df6455e19e69562852c91aacc7fd78d2183771745,23cd615dd346aa845a496156a33696e666aa4718,"['', 'home', 'writer', '010editor', 'lib', 'libQt5Xml.so.5']"
82,/home/writer/010editor/lib/libquazip.so.1,ed693c3fcbd60043752dec2f84bebc19,b34ef5d1df1ec2e0c3fb1c09c56faad4202c22f4b8f5319a5cabac3acf1f13c7,6bce4b28bf3de55de7eafdf51a59e3f568bfc859,"['', 'home', 'writer', '010editor', 'lib', 'libquazip.so.1']"
83,/home/writer/010editor/lib/libQt5XcbQpa.so.5,370741bed4c5e2a0985f6eee7fcb29e8,a60c5025fa68c670a2f9219520c408515598a0415fdbbe9e5d3f80a197910dd2,f988fe7d7a16c18f83c9ceebe58245bdf1736d49,"['', 'home', 'writer', '010editor', 'lib', 'libQt5XcbQpa.so.5']"
84,/home/writer/010editor/Data/010Repository.xml,b8595ff4a1504682c19a3bc631f58ea9,d8ea8532cdfcef6c38a4ca84f2565df4170edf6e4afb06ec0c7c0de2dc6b0f41,f08bc026a5314652e7749199cfda77f668d02b0d,"['', 'home', 'writer', '010editor', 'Data', '010Repository.xml']"
85,/home/writer/010editor/Data/010Repository.zip,9099285b5b09b933f824bf94763d86ec,4bb5324f40c2e0da51e0ff3f8351554f613c08b887663d4540c814c590b00368,105d9c0c0f45bae8fb8cd2a252fe54f62c13c2de,"['', 'home', 'writer', '010editor', 'Data', '010Repository.zip']"
86,/home/writer/010editor/Data/Inspector.bt,d0903156912c37a8e5a3f9068809f375,db417baaedb915dacfcf0a17b20ff13530491ce28c407caf8d91505fa5a20c3f,ec81c611130b69deca6ecef5a30114b0c76165da,"['', 'home', 'writer', '010editor', 'Data', 'Inspector.bt']"
